temperature,humidity,pressure,wind_speed,thunderstorm
38.92,50.2,1018.2,10.43,0
25.44,63.4,995.51,15.24,0
23.27,94.29,1014.48,27.02,0
35.83,88.74,1016.84,11.12,0
34.52,75.74,1004.16,16.24,1
29.98,99.99,991.51,25.05,1
23.8,41.89,997.33,10.42,0
32.8,55.75,1001.38,7.97,0
39.45,71.44,1007.68,27.13,0
26.68,48.29,993.12,13.89,0
24.93,91.27,1019.7,12.31,0
38.4,45.19,998.76,12.64,1
25.81,46.07,994.9,11.81,0
27.92,89.68,1009.12,19.11,0
29.08,60.8,1009.99,18.89,0
22.97,71.63,990.55,28.46,0
30.35,84.71,993.91,24.63,1
34.89,40.87,1018.8,11.09,0
21.45,40.38,993.12,12.26,0
22.72,86.81,991.02,14.07,1
38.84,80.24,1015.63,28.93,1
29.28,91.84,1003.27,21.48,1
28.98,73.96,994.53,25.43,1
22.27,66.12,1006.59,2.73,0
22.28,72.5,998.73,29.81,0
36.0,40.88,1015.97,23.87,0
33.36,70.3,1015.85,11.31,0
24.78,89.64,995.19,13.56,1
34.52,60.15,994.63,3.2,0
38.89,45.82,992.22,23.43,1
33.82,96.33,1013.71,2.26,0
37.21,91.19,991.59,20.43,1
30.42,46.34,1018.21,21.29,0
26.78,73.36,998.84,26.89,0
21.45,82.54,1001.62,24.45,1
22.11,40.88,994.52,17.1,0
22.23,63.54,1002.58,22.2,0
28.75,96.15,999.7,13.1,1
31.69,76.94,1001.46,11.4,1
29.79,52.91,993.2,25.69,1
33.7,52.23,995.83,8.83,0
31.4,44.99,1003.66,17.63,1
27.79,54.86,1015.26,18.37,0
23.07,58.39,992.36,14.57,0
23.34,92.15,1005.65,26.89,0
26.2,42.84,990.66,24.38,0
22.45,60.03,1007.38,28.67,0
28.21,91.81,1005.65,16.05,1
27.34,47.57,996.86,5.6,0
22.09,95.52,1018.37,15.04,0
30.63,52.31,990.92,11.67,0
36.63,95.84,1006.14,3.32,0
33.37,76.71,990.27,25.36,1
23.67,83.06,1001.12,16.36,1
26.42,54.43,999.66,3.86,0
21.29,45.69,997.98,23.21,0
33.19,62.65,1002.61,19.08,1
31.35,55.71,1004.18,15.18,1
25.0,49.92,1015.79,9.74,0
39.85,78.95,990.9,29.86,1
31.64,95.86,1000.42,9.38,1
26.82,92.85,992.28,27.39,1
39.1,86.92,1000.93,26.7,1
29.29,48.7,1002.27,25.12,1
29.84,61.83,997.12,20.28,1
27.46,70.16,993.96,28.76,0
31.45,96.22,993.87,24.81,1
26.21,45.11,1005.09,3.41,0
27.19,83.13,1001.08,18.4,1
38.24,89.95,1014.67,23.41,1
21.52,55.85,1007.72,13.1,0
23.28,79.08,997.94,16.59,1
27.44,63.63,1005.97,8.07,0
23.43,73.33,1006.07,29.62,0
39.75,92.84,998.48,16.09,1
32.35,76.59,1009.11,28.29,1
35.42,40.92,1009.26,15.42,0
24.78,66.81,1012.21,21.5,0
36.32,45.96,1019.87,29.9,0
37.08,40.61,1017.61,5.06,0
38.04,86.13,1003.39,20.65,1
24.83,66.49,1018.72,22.66,0
20.69,55.06,1003.67,17.87,0
27.76,59.9,1012.08,11.73,0
38.45,59.2,1009.42,8.54,0
35.85,42.1,990.57,13.73,1
39.78,43.73,990.18,27.36,1
37.74,78.82,1016.34,3.36,0
31.53,80.3,1018.61,25.79,1
31.86,84.78,1010.5,22.54,1
31.31,46.89,1002.88,20.13,1
33.73,66.43,1002.48,24.23,1
28.27,41.01,995.03,24.45,1
37.21,86.09,1015.16,2.55,0
36.18,70.87,1008.84,2.96,0
37.36,77.77,1003.94,12.74,1
20.29,92.6,1004.78,14.5,1
39.9,66.58,1019.74,26.06,0
26.54,48.58,994.4,21.79,0
34.39,77.57,1018.1,6.96,0
33.94,53.57,998.32,5.99,0
31.32,57.85,993.22,29.59,1
32.38,45.95,1004.83,17.3,1
33.04,63.84,992.92,28.84,1
39.98,88.39,999.82,15.49,1
38.07,87.51,1000.55,17.89,1
26.81,82.17,1008.31,21.36,0
35.64,82.74,1014.36,11.58,0
25.88,47.4,1019.13,23.69,0
36.25,99.65,1005.41,14.5,1
23.51,99.16,998.79,15.07,1
39.83,86.5,1011.85,16.47,1
33.83,52.77,1006.89,12.7,0
20.43,41.6,1007.44,5.8,0
35.9,66.6,1006.81,2.89,0
26.6,78.82,1019.72,11.82,0
24.6,99.21,1017.44,5.72,0
27.53,89.39,1008.44,25.19,0
26.82,79.56,997.46,25.57,1
38.14,58.82,994.98,28.42,1
39.41,45.12,990.44,11.44,0
38.19,51.24,1004.16,17.69,1
22.55,83.62,995.02,6.26,0
25.18,95.13,990.45,15.22,1
26.4,92.46,1013.88,17.34,0
23.78,65.33,991.3,20.36,0
28.75,83.07,1010.08,21.98,1
22.72,72.99,1009.88,13.56,0
23.12,65.85,1014.94,29.08,0
36.37,70.23,1003.39,18.76,1
34.35,63.6,993.76,9.93,0
29.13,86.67,990.74,22.09,1
38.68,86.24,1016.24,27.01,1
32.59,96.25,1009.81,9.56,0
27.47,61.38,1007.4,9.85,0
36.21,51.58,1015.83,22.06,0
31.5,48.52,990.0,28.91,1
39.94,42.13,1007.96,5.67,0
31.36,81.47,1012.43,4.24,0
31.79,83.44,1016.28,10.92,0
21.65,63.77,998.6,22.45,0
28.73,53.26,1007.25,24.62,0
31.63,75.56,1008.5,5.7,0
23.07,63.1,1019.25,17.77,0
30.74,58.94,1015.14,13.38,0
34.84,59.28,994.19,2.47,0
30.38,68.52,1018.09,14.39,0
23.07,59.58,1017.35,21.97,0
20.8,74.84,1013.1,25.43,0
36.81,97.09,1006.3,18.12,1
39.46,68.31,995.62,5.54,0
30.45,63.58,994.73,4.51,0
24.38,71.27,1005.7,29.18,0
35.02,53.98,999.57,10.21,0
20.78,70.63,1016.53,9.85,0
24.71,77.52,1016.2,3.56,0
22.85,87.69,1014.98,17.54,0
29.57,45.81,1018.88,22.02,0
29.95,82.92,1017.29,28.94,1
28.06,47.88,990.16,6.02,0
37.35,95.6,1011.8,2.61,0
23.9,55.77,991.86,2.48,0
26.66,72.51,1001.21,18.67,0
37.39,98.8,992.92,8.1,1
26.57,84.73,1011.66,6.33,0
28.46,93.65,1012.44,25.33,1
28.67,42.48,994.25,29.34,1
31.73,63.9,1001.14,25.0,1
33.12,48.7,992.2,17.75,1
30.9,99.44,1012.32,11.26,0
25.02,83.8,1011.43,5.41,0
20.57,58.61,1011.24,27.95,0
30.88,52.44,1010.35,22.49,0
20.4,71.1,1008.15,13.21,0
20.82,65.85,994.71,4.7,0
37.47,83.33,1016.44,10.01,0
39.36,51.04,1007.06,3.63,0
29.55,43.33,1014.87,8.66,0
36.2,79.56,1006.5,27.61,1
32.83,93.74,992.13,6.3,1
23.32,67.44,999.43,2.0,0
32.96,65.88,997.28,8.22,0
37.84,87.81,990.54,20.81,1
26.14,73.63,1015.25,5.34,0
27.03,70.2,992.27,27.92,0
21.77,44.62,1009.77,28.52,0
22.33,91.39,997.57,10.2,0
22.24,97.22,1016.11,11.0,0
39.21,40.7,993.6,17.14,1
23.58,84.19,1012.51,25.58,0
37.16,87.81,997.49,12.92,1
35.89,95.99,1008.0,26.17,1
30.56,84.51,990.57,20.91,1
25.56,87.05,995.88,16.02,1
34.65,93.63,1001.3,21.54,1
27.9,43.98,1012.73,17.25,0
23.12,49.86,993.91,25.92,0
29.85,53.57,1000.31,21.33,1
34.67,76.51,992.25,5.01,1
27.74,47.53,996.4,9.6,0
29.7,86.99,1008.43,9.58,0
28.26,50.21,994.5,21.37,1
38.99,55.65,998.31,2.84,0
38.0,78.23,1011.23,16.69,1
23.57,83.2,1010.9,14.92,0
30.52,67.62,992.85,12.42,1
35.39,74.57,995.85,17.96,1
28.21,93.08,1007.01,16.16,1
27.75,48.15,996.51,21.81,0
28.56,74.89,1013.67,28.58,0
28.41,61.99,990.57,8.52,0
22.45,71.71,1015.22,23.17,0
27.67,64.76,1001.59,11.58,0
23.85,62.78,994.7,14.9,0
24.49,79.15,995.66,4.81,0
25.91,97.49,993.76,22.91,1
23.88,61.46,1010.24,9.79,0
26.32,66.24,993.47,19.03,0
25.53,56.58,1002.57,5.16,0
33.82,84.12,991.83,7.97,1
38.89,48.36,1012.61,6.66,0
31.77,53.78,1005.68,2.98,0
25.5,77.07,999.79,24.19,1
23.62,54.55,1012.33,27.42,0
26.96,93.25,995.7,12.96,1
37.69,49.27,1014.73,20.32,0
38.77,84.25,996.6,24.46,1
31.82,61.94,993.79,29.16,1
31.84,68.7,1017.0,25.45,0
22.59,80.5,1009.01,6.48,0
22.91,51.53,994.73,22.37,0
29.7,98.19,1008.49,20.39,1
21.81,76.78,1003.2,18.65,1
29.89,43.06,1011.14,19.3,0
21.88,87.22,1009.47,10.61,0
29.76,55.64,1001.65,21.65,1
32.28,73.26,994.89,12.58,1
39.46,95.18,1010.74,18.47,1
38.57,43.21,990.69,9.96,0
21.36,63.2,1017.36,7.49,0
23.35,57.47,1009.99,13.89,0
26.95,60.04,996.71,23.28,0
23.74,82.0,992.94,8.84,0
29.11,66.76,992.88,14.68,1
34.49,56.77,996.06,6.92,0
36.59,85.02,991.01,10.58,1
25.15,85.66,1012.87,17.78,0
35.81,88.94,997.46,17.68,1
33.67,95.78,1013.7,26.63,1
36.93,85.11,1003.67,11.68,1
30.46,92.95,1010.08,27.3,1
38.66,98.84,1012.81,25.3,1
22.84,47.21,1014.03,11.17,0
38.98,80.04,1018.68,19.17,1
26.54,42.75,1011.05,8.79,0
30.31,51.32,1004.99,7.33,0
30.79,55.37,1019.38,25.71,0
39.4,40.43,1011.03,18.28,0
33.91,66.88,1015.63,19.77,0
22.08,70.91,1012.36,16.3,0
29.48,62.29,1015.14,11.79,0
23.9,76.59,1012.04,4.29,0
31.3,65.0,1014.73,24.49,0
26.23,96.04,992.42,22.56,1
39.21,42.94,1019.1,23.44,0
28.17,92.2,1011.38,8.45,0
20.43,59.73,990.76,22.76,0
37.25,40.64,1004.75,15.89,1
25.62,53.44,1005.38,9.21,0
32.86,75.39,1015.78,17.59,1
29.95,41.99,1012.34,23.34,0
28.81,99.01,1009.68,25.02,1
30.83,50.82,1000.77,28.29,1
20.66,97.4,1002.38,4.5,0
30.34,99.41,993.77,19.53,1
36.36,54.22,1006.77,4.21,0
36.63,52.07,1016.57,8.25,0
36.39,47.43,994.57,11.36,0
22.47,50.26,1011.92,6.01,0
36.72,52.54,1010.34,24.56,0
26.36,51.41,992.1,14.89,0
24.54,91.87,990.76,9.09,0
36.12,65.56,1019.21,25.59,0
26.52,72.19,990.67,18.76,0
38.59,81.17,996.72,2.85,1
33.6,45.23,1010.05,24.96,0
35.02,47.68,1006.29,20.39,0
27.61,61.9,1011.97,17.57,0
39.19,67.02,1015.92,27.27,0
39.97,63.82,995.81,3.9,0
30.0,73.37,1005.91,21.47,0
30.06,63.47,1001.79,19.62,1
32.73,88.54,1000.67,10.18,1
38.49,60.01,1005.35,23.46,0
33.22,91.82,1011.19,19.4,1
32.13,63.2,1008.4,25.91,0
24.45,80.12,1012.59,11.07,0
27.19,60.88,992.28,29.99,0
20.12,65.92,994.63,2.26,0
26.56,64.37,1016.05,8.07,0
22.08,95.87,1013.53,15.75,0
21.6,75.55,1014.39,14.58,0
39.33,82.58,1014.56,16.76,1
25.77,66.34,1000.45,2.28,0
34.21,45.53,993.11,10.81,0
21.94,94.89,1008.46,9.14,0
35.27,61.28,1019.16,2.65,0
38.06,74.53,1001.37,21.74,1
25.82,89.4,999.65,3.82,0
30.15,79.73,1005.27,16.61,1
29.29,61.24,1002.56,13.46,1
22.44,87.33,1016.58,13.95,0
38.23,87.24,1013.28,22.16,1
33.87,86.67,1010.93,17.38,1
35.37,59.66,1001.62,3.49,0
27.85,72.81,1016.36,9.83,0
34.72,76.75,1006.62,10.19,0
33.03,48.54,1019.21,17.03,0
27.14,52.14,1014.39,4.44,0
34.07,99.29,993.2,15.0,1
20.18,59.09,992.57,20.82,0
25.03,41.03,995.19,27.85,0
30.86,55.81,1011.05,23.74,0
26.78,75.77,1010.42,11.58,0
26.21,87.7,1013.29,14.42,0
36.61,87.84,998.1,11.51,1
27.84,58.02,1013.42,12.12,0
22.45,61.57,1004.1,17.49,0
25.87,82.11,997.25,24.43,1
25.22,46.97,1005.43,13.07,0
22.72,66.26,1007.92,17.27,0
24.5,55.97,995.39,11.29,0
29.7,55.56,1012.72,12.26,0
27.57,64.74,1000.16,13.64,0
22.94,68.16,998.19,5.96,0
29.36,95.21,1019.66,15.25,1
28.67,47.2,1013.5,6.42,0
20.78,44.29,1008.23,19.53,0
39.16,73.82,1003.62,5.65,0
38.12,63.06,1018.53,4.17,0
28.66,67.54,1011.0,14.94,0
34.41,73.81,1012.84,16.82,0
38.29,82.23,996.02,8.2,1
22.59,82.8,992.34,14.07,1
39.73,92.74,1006.87,9.78,0
37.66,73.79,1014.95,4.0,0
34.6,59.85,1006.38,26.67,0
34.61,88.95,1010.29,14.08,1
39.44,96.09,990.76,18.17,1
28.92,82.99,1002.82,22.75,1
26.27,73.41,1001.83,29.94,0
36.41,53.38,990.42,19.05,1
34.48,83.58,1003.8,14.67,1
27.49,80.66,1006.85,5.66,0
39.51,46.31,1018.62,20.12,0
33.97,44.67,1015.27,15.43,0
24.82,44.0,994.8,20.56,0
37.92,59.52,996.07,29.46,1
22.6,81.43,1007.87,27.04,0
20.55,68.07,1009.95,24.94,0
25.98,43.49,997.25,19.09,0
29.26,99.33,1008.21,12.62,1
29.78,96.37,1014.76,23.32,1
34.79,42.79,1015.53,2.47,0
27.83,60.72,992.47,10.38,0
36.66,97.5,1005.89,8.17,0
32.56,56.79,1002.53,5.12,0
30.04,88.88,1011.41,25.64,1
38.03,65.53,1013.54,18.05,0
38.11,75.26,1001.21,8.99,1
28.02,65.26,1018.96,26.86,0
39.26,50.97,1016.35,14.43,0
36.17,50.03,1000.55,3.75,0
35.07,58.49,1000.37,8.19,0
35.58,86.72,997.45,10.77,1
24.48,40.03,990.7,17.95,0
23.37,44.21,1018.4,25.67,0
26.99,82.39,991.27,18.49,1
21.08,50.31,1001.02,25.73,0
39.56,94.81,991.29,15.44,1
35.84,71.53,999.75,15.8,1
23.57,64.22,1001.39,6.08,0
33.97,71.6,998.65,27.25,1
35.36,69.77,1014.65,23.8,0
31.61,55.91,998.37,25.46,1
38.85,96.58,1019.48,20.72,1
25.48,67.67,994.03,27.16,0
38.13,99.95,1015.82,3.43,0
32.13,61.23,1017.45,16.1,0
22.3,66.77,1019.83,19.56,0
29.75,57.15,992.41,3.33,0
24.04,71.25,1017.09,29.08,0
39.59,65.18,991.89,27.97,1
25.42,85.78,1016.03,26.45,0
34.87,86.27,1011.35,10.11,0
31.24,92.97,994.56,15.63,1
36.85,70.7,1014.4,19.53,0
22.03,50.74,1000.19,8.05,0
34.59,79.79,996.17,7.54,1
21.11,60.39,990.54,8.74,0
38.71,91.46,1018.77,9.92,0
28.53,91.46,999.63,5.16,1
25.52,46.47,1011.5,27.6,0
20.88,98.11,1005.28,19.53,0
36.23,87.58,1003.76,28.14,1
25.66,86.23,1002.62,4.5,0
37.54,47.72,1017.13,18.22,0
33.03,79.05,999.84,6.09,1
35.18,80.05,1006.98,24.36,1
32.09,87.71,999.29,21.88,1
37.93,71.3,1001.51,13.07,1
22.57,40.5,1005.77,13.94,0
20.28,61.37,992.33,24.08,0
22.19,67.12,1005.69,9.37,0
22.0,42.56,1007.67,3.54,0
33.12,67.73,1007.08,7.69,0
29.63,49.69,1012.51,27.65,0
33.34,67.16,1012.14,11.88,0
28.21,86.11,1009.83,19.67,1
33.6,93.27,1019.98,16.0,1
21.74,76.95,1000.24,4.54,0
37.87,65.55,1011.07,22.21,0
31.38,96.14,1004.07,12.38,1
37.5,87.34,990.76,22.15,1
21.8,41.26,1017.32,5.66,0
28.58,94.67,1001.67,13.27,1
35.41,90.43,1001.14,26.31,1
30.0,79.87,1005.33,26.45,1
32.0,45.96,997.16,26.67,1
23.79,94.73,990.65,20.94,1
20.92,45.07,1010.18,18.2,0
26.65,52.67,1015.95,27.29,0
24.58,51.34,1017.58,28.56,0
32.09,89.1,1000.62,29.1,1
33.14,78.23,1009.24,20.47,1
36.31,45.59,1011.52,2.34,0
23.52,84.13,994.23,15.51,1
22.19,68.62,995.14,8.09,0
37.24,47.01,1000.63,3.21,0
20.01,70.28,1005.26,20.79,0
33.76,72.25,1007.11,22.53,0
38.26,93.88,1017.87,9.86,0
27.96,78.56,1005.76,27.56,0
21.95,98.58,1016.19,21.89,0
29.63,62.06,1006.57,16.88,0
21.87,72.0,1001.71,3.81,0
27.42,85.32,994.61,16.64,1
34.67,63.74,1018.62,26.25,0
33.83,86.18,1010.15,11.25,0
26.17,46.58,993.36,13.47,0
37.82,99.82,1015.54,19.19,1
39.94,82.06,995.66,28.38,1
30.22,72.13,996.09,7.4,0
23.88,58.54,995.29,29.03,0
31.66,64.51,1002.73,2.89,0
37.2,51.62,1012.2,23.95,0
37.03,44.27,995.2,19.85,1
20.73,52.66,1011.02,9.99,0
31.14,49.86,1007.03,25.34,0
34.05,85.35,1011.63,28.48,1
28.65,56.38,1002.24,14.06,1
24.55,52.23,1019.65,27.45,0
28.85,92.78,991.52,21.06,1
24.67,83.58,1019.53,19.51,0
26.23,89.43,1006.51,10.73,0
25.89,82.35,998.39,4.52,0
27.32,68.24,1019.62,24.54,0
25.92,76.89,992.03,10.97,0
35.12,89.17,1008.31,7.42,0
30.64,69.09,1018.38,2.57,0
30.24,49.42,1006.61,4.85,0
29.02,73.43,998.67,4.39,0
28.87,82.88,1004.98,29.81,1
30.63,86.62,998.74,8.29,1
24.16,54.56,1008.47,11.93,0
30.71,88.36,1016.53,25.94,1
25.84,72.95,1008.53,23.12,0
32.01,53.42,1010.88,18.2,0
21.75,47.4,996.24,17.87,0
24.87,62.49,1001.71,17.75,0
24.09,98.66,1007.66,10.3,0
24.32,56.48,1009.18,7.07,0
37.09,93.47,991.42,7.07,1
31.43,80.49,1009.02,8.5,0
30.8,84.0,1004.83,7.97,1
34.36,54.09,1019.96,21.48,0
34.98,87.57,991.21,29.31,1
28.27,94.1,990.94,8.95,1
26.74,58.86,1019.68,24.79,0
38.38,66.18,996.32,20.73,1
33.72,57.68,1018.18,13.98,0
27.24,99.64,1005.92,7.31,0
23.05,49.22,1019.18,22.57,0
35.63,60.57,994.41,29.43,1
24.99,73.21,1000.39,2.08,0
25.51,99.42,1006.8,21.14,0
24.29,93.42,1017.63,10.41,0
32.14,44.4,1018.9,23.52,0
33.41,53.96,1006.43,27.82,0
20.32,68.13,998.39,20.91,0
31.37,95.95,1009.87,26.99,1
31.88,44.21,1007.71,4.09,0
33.84,57.81,1006.45,29.15,0
26.94,41.93,990.12,20.42,0
39.42,50.28,1002.96,23.67,1
36.22,84.11,1015.14,15.98,1
22.98,43.33,993.11,25.52,0
20.12,81.24,994.88,17.16,1
30.63,95.76,996.16,10.86,1
20.68,96.85,995.87,6.04,0
23.24,46.73,990.79,12.98,0
30.92,79.57,1013.83,10.1,0
29.39,46.91,1017.08,10.89,0
26.42,63.56,997.39,26.46,0
39.69,81.45,996.33,8.09,1
24.59,66.15,1017.67,9.69,0
23.01,93.84,1007.09,22.34,0
32.68,92.21,996.44,10.13,1
28.91,72.93,1016.44,20.95,0
35.76,96.9,1013.81,12.26,1
26.42,51.27,990.74,25.47,0
21.71,67.35,996.86,26.03,0
23.23,98.86,1005.18,25.14,0
35.17,90.51,996.55,17.5,1
35.62,71.02,1001.54,8.92,0
28.67,46.06,1011.82,11.64,0
35.47,41.2,995.76,13.94,1
38.02,47.6,1003.15,24.59,1
38.12,93.36,992.75,15.92,1
20.12,72.94,996.4,24.39,0
23.14,92.21,1001.37,11.15,0
29.9,48.0,1009.43,20.38,0
39.67,96.48,1005.66,23.6,1
33.98,76.43,1010.93,5.26,0
36.98,67.64,1002.74,9.42,0
31.72,79.66,999.31,12.23,1
29.95,72.68,1002.0,20.0,1
22.52,79.57,1008.41,2.07,0
38.75,80.25,1012.8,18.7,1
24.25,64.68,1001.95,2.03,0
32.38,62.14,1009.6,5.99,0
21.35,96.12,1016.66,3.41,0
29.72,63.1,1012.93,23.89,0
23.15,70.48,1007.62,14.42,0
33.67,73.75,1014.94,14.3,0
20.71,53.44,1003.19,21.94,0
32.6,40.19,994.23,2.48,0
35.3,95.65,1001.6,10.6,1
37.12,59.59,1001.48,25.5,1
24.65,82.38,1009.72,4.59,0
36.95,60.14,1006.66,19.21,0
34.75,54.81,997.8,12.29,1
29.35,90.96,1005.6,25.91,1
38.34,63.58,1017.37,5.81,0
32.87,76.88,1003.83,9.07,1
24.69,78.54,1010.94,3.42,0
33.83,67.25,1012.81,26.02,0
30.82,86.21,993.42,28.89,1
28.9,68.71,990.93,14.84,1
31.86,85.2,1011.83,16.41,1
31.95,77.19,1000.2,24.92,1
35.87,62.75,992.14,3.99,0
38.5,83.18,992.66,28.05,1
32.71,48.29,1019.38,21.6,0
25.45,55.54,1005.68,23.56,0
20.03,43.22,991.18,18.68,0
23.44,87.86,998.19,28.88,1
35.05,97.66,1010.64,14.51,1
20.74,75.51,995.45,29.89,1
20.17,92.29,1007.39,29.06,0
39.78,54.06,1011.15,22.42,0
20.43,43.28,1012.49,19.83,0
22.75,77.95,1005.11,26.15,0
22.74,65.01,1004.95,5.97,0
32.88,62.12,1001.85,27.97,1
31.58,52.02,1012.76,8.25,0
27.94,46.15,1008.55,12.87,0
30.58,56.75,996.37,13.29,1
24.96,83.76,990.62,15.47,1
36.49,53.15,1013.13,12.25,0
21.6,62.78,1017.1,20.29,0
20.41,64.61,1010.19,25.95,0
34.64,50.33,995.27,5.24,0
37.44,50.01,1009.28,12.58,0
36.18,40.12,1002.3,22.37,1
21.1,44.88,1012.63,6.2,0
28.07,77.58,990.04,3.47,1
27.95,49.06,1016.41,28.23,0
26.01,95.83,1015.94,25.32,0
26.31,96.33,997.67,24.71,1
28.09,80.83,996.08,10.81,1
24.09,83.67,1007.26,10.75,0
27.84,63.17,991.1,16.71,0
36.66,54.49,1004.0,9.03,0
22.8,98.04,1013.46,29.42,0
22.64,61.48,1001.43,23.42,0
23.98,82.29,1019.14,14.6,0
37.51,79.45,1006.28,4.39,0
27.86,40.61,1007.95,16.34,0
31.06,44.78,1002.24,26.86,1
37.03,71.31,998.31,23.76,1
38.47,54.61,1001.63,3.73,0
24.21,84.36,990.15,7.2,0
30.83,99.88,993.94,25.75,1
28.96,53.46,1014.55,6.46,0
34.74,93.66,1009.0,26.71,1
21.28,83.57,995.79,6.45,0
37.54,79.29,1009.27,22.95,1
23.23,64.97,1014.19,17.76,0
20.02,98.85,1007.49,23.16,0
28.72,78.93,1001.06,7.24,1
22.04,68.16,992.4,21.65,0
35.22,44.86,1011.72,14.59,0
22.91,90.74,1008.05,22.9,0
31.72,57.24,993.57,15.22,1
20.09,50.95,1005.11,8.19,0
34.41,79.33,1008.97,12.59,1
28.66,74.0,1017.24,15.27,0
35.82,87.92,1004.33,5.85,1
32.39,84.06,1017.61,2.65,0
25.44,60.96,1007.46,10.87,0
27.92,41.77,995.58,3.1,0
23.62,45.45,1006.74,11.21,0
33.28,57.63,990.29,5.67,0
25.59,98.66,990.62,18.38,1
38.43,92.35,1002.3,3.18,1
36.93,76.77,1004.26,13.32,1
27.38,86.62,1006.48,4.63,0
22.24,68.5,1003.9,14.0,0
29.13,82.4,1013.38,15.68,1
32.4,82.7,999.05,8.06,1
39.65,55.56,995.72,14.04,1
27.03,69.45,990.32,11.76,0
37.51,87.65,1011.52,12.5,1
30.23,43.61,1010.09,20.07,0
27.7,82.34,992.02,21.3,1
32.46,42.68,1017.27,27.76,0
23.9,62.59,997.13,27.49,0
31.74,73.33,1005.49,25.85,0
27.44,72.44,1010.07,4.26,0
27.2,97.0,1006.27,7.3,0
23.87,94.7,1010.09,5.65,0
38.81,52.02,1013.08,24.05,0
23.03,91.65,1016.45,18.26,0
39.88,66.87,990.33,22.93,1
24.96,78.13,1011.82,10.63,0
32.12,45.6,1007.78,7.11,0
28.05,46.61,1018.55,6.47,0
23.56,97.33,1010.27,7.36,0
36.91,61.72,1000.93,20.78,1
29.03,49.68,993.33,6.52,0
21.54,90.82,1009.1,21.47,0
22.55,70.64,998.96,24.13,0
23.85,66.41,1013.02,2.55,0
27.79,49.64,1016.6,22.36,0
23.55,72.34,990.34,19.85,0
32.05,56.18,1007.34,12.92,0
23.18,44.3,1018.52,24.1,0
34.34,65.84,1008.99,23.22,0
30.64,80.46,1009.76,20.85,1
25.73,77.53,1008.25,27.17,0
20.92,94.85,991.88,12.72,1
21.24,48.48,1007.91,24.55,0
25.63,82.74,1015.51,5.36,0
24.81,89.38,992.0,13.7,1
30.06,52.19,1009.91,21.49,0
37.74,87.47,1008.89,11.55,0
36.0,78.03,990.11,24.49,1
38.5,87.13,1013.67,13.95,1
20.33,88.13,990.97,29.27,1
29.22,83.86,1015.84,2.04,0
22.01,81.23,1014.21,9.73,0
38.09,58.13,990.74,19.05,1
31.55,59.77,1005.45,5.34,0
33.92,95.17,994.88,2.77,1
25.3,41.05,994.71,11.25,0
25.16,63.74,999.6,2.85,0
39.43,47.2,991.82,24.72,1
37.63,53.58,1012.45,15.22,0
34.66,56.2,997.65,20.93,1
37.51,50.92,993.99,20.01,1
27.84,55.59,1006.68,25.85,0
32.34,61.59,991.43,11.5,0
37.77,46.64,996.83,12.39,1
27.01,95.7,1008.77,29.98,0
20.52,57.66,1018.56,26.35,0
29.85,50.13,993.91,25.76,1
26.41,81.57,1001.57,15.88,1
28.82,46.68,1017.48,26.54,0
33.32,53.73,1016.74,16.5,0
23.03,79.06,1016.89,16.57,0
24.99,61.16,998.0,29.92,0
36.92,65.45,1000.94,17.39,1
39.53,69.0,1000.04,15.83,1
30.11,51.12,1011.01,22.12,0
24.44,54.21,1002.3,16.07,0
28.67,82.38,991.65,14.44,1
24.94,44.91,1017.62,27.28,0
21.66,41.24,1019.14,12.14,0
33.09,96.49,1016.56,17.84,1
36.21,79.22,1018.04,3.92,0
22.04,48.47,995.68,19.98,0
36.02,87.83,1009.7,14.34,1
22.77,64.99,1006.86,27.92,0
25.8,80.02,991.07,4.18,0
34.35,51.26,990.54,2.52,0
23.77,96.56,1004.14,14.44,1
35.04,45.05,1009.27,29.19,0
39.96,83.13,996.12,16.5,1
36.77,86.24,1010.33,13.58,1
37.64,69.57,1001.69,27.64,1
39.69,60.83,1016.37,3.73,0
25.52,41.78,999.75,2.86,0
28.16,67.56,1002.74,2.74,0
29.64,89.23,993.41,27.69,1
38.34,81.96,1017.99,27.55,1
39.2,62.15,1010.98,22.49,0
21.5,51.95,1013.99,20.65,0
29.12,66.18,992.6,9.0,0
24.47,96.36,1006.67,22.18,0
32.79,51.45,1010.84,22.25,0
39.93,42.79,1005.57,10.84,0
30.8,95.59,1003.97,9.26,1
30.35,47.63,996.07,16.67,1
35.5,57.07,1001.51,29.91,1
33.17,82.89,1010.46,7.33,0
37.58,51.61,1009.61,25.5,0
36.08,70.03,998.36,9.37,0
27.26,98.26,1015.79,16.54,0
37.58,95.78,1013.15,26.58,1
22.88,56.29,1005.34,9.93,0
29.26,67.24,994.58,7.62,0
34.26,50.41,991.79,11.21,0
33.01,87.68,993.8,4.39,1
20.59,94.02,993.57,2.35,0
23.04,47.16,1005.59,15.61,0
21.22,80.37,1018.79,3.34,0
32.67,78.35,1007.69,8.83,0
35.5,60.2,991.03,2.31,0
37.9,83.65,994.54,28.54,1
36.64,99.37,1019.32,7.23,0
22.02,63.44,1016.9,6.66,0
33.77,45.06,990.83,4.93,0
36.8,84.6,1007.62,27.95,1
24.53,98.6,995.22,6.93,0
39.08,91.87,998.86,9.62,1
29.86,90.9,1014.96,8.67,0
38.59,81.56,1001.89,10.07,1
